index,label,sentence,POS,FGPOS,w_index,split,label_bin,is_verb,target_idx,tokens,target_word,lemma,sent_len,lemma_freq_in_sample
a7w-fragment01 39,0,"The crews are able to resuscitate heart attack patients , replace fluid intraveneously after severe blood loss , and insert tubes to maintain air supplies in unconconscious casualties .",VERB,VB,22,test,0,True,22,"['The', 'crews', 'are', 'able', 'to', 'resuscitate', 'heart', 'attack', 'patients', ',', 'replace', 'fluid', 'intraveneously', 'after', 'severe', 'blood', 'loss', ',', 'and', 'insert', 'tubes', 'to', 'maintain', 'air', 'supplies', 'in', 'unconconscious', 'casualties', '.']",maintain,maintain,29,10
faj-fragment17 1655,0,"Claudia Cohn-Casson is sitting under an enormous African fig tree near by , at a camp table spread with a Somali cloth .",VERB,VBN,17,test,0,True,17,"['Claudia', 'Cohn-Casson', 'is', 'sitting', 'under', 'an', 'enormous', 'African', 'fig', 'tree', 'near', 'by', ',', 'at', 'a', 'camp', 'table', 'spread', 'with', 'a', 'Somali', 'cloth', '.']",spread,spread,23,15
ab9-fragment03 808,0,"He saw a leg , uncomfortably wedged between sapling trees , swollen grotesquely , and gazed at it , stupidly , wondering if it was plastic .",VERB,VBG,21,train,0,True,21,"['He', 'saw', 'a', 'leg', ',', 'uncomfortably', 'wedged', 'between', 'sapling', 'trees', ',', 'swollen', 'grotesquely', ',', 'and', 'gazed', 'at', 'it', ',', 'stupidly', ',', 'wondering', 'if', 'it', 'was', 'plastic', '.']",wondering,wonder,27,9
a4d-fragment02 76,1,"It is , in fact , the now redundant oil-fired electric power station that sits on Bankside next to the site of Sam Wanamaker 's new Globe Theatre .",VERB,VBZ,14,train,1,True,14,"['It', 'is', ',', 'in', 'fact', ',', 'the', 'now', 'redundant', 'oil-fired', 'electric', 'power', 'station', 'that', 'sits', 'on', 'Bankside', 'next', 'to', 'the', 'site', 'of', 'Sam', 'Wanamaker', ""'s"", 'new', 'Globe', 'Theatre', '.']",sits,sit,29,16
clw-fragment01 80,1,The few girls who enter science will not usually show these foreclosure characteristics .,VERB,VB,4,test,1,True,4,"['The', 'few', 'girls', 'who', 'enter', 'science', 'will', 'not', 'usually', 'show', 'these', 'foreclosure', 'characteristics', '.']",enter,enter,14,16
faj-fragment17 2009,0,"Every time they collect our cows , they promise to give us something in return , but the next time ask for more cows .",VERB,VB,8,test,0,True,8,"['Every', 'time', 'they', 'collect', 'our', 'cows', ',', 'they', 'promise', 'to', 'give', 'us', 'something', 'in', 'return', ',', 'but', 'the', 'next', 'time', 'ask', 'for', 'more', 'cows', '.']",promise,promise,25,9
ea7-fragment03 862,1,"On occasion , their determination to sacrifice for Christ played directly into their overlord 's hands , as when the count of La Marche , who had no direct heir , sold his county to King Henry II in 1177 .",VERB,VBN,9,train,1,True,9,"['On', 'occasion', ',', 'their', 'determination', 'to', 'sacrifice', 'for', 'Christ', 'played', 'directly', 'into', 'their', 'overlord', ""'s"", 'hands', ',', 'as', 'when', 'the', 'count', 'of', 'La', 'Marche', ',', 'who', 'had', 'no', 'direct', 'heir', ',', 'sold', 'his', 'county', 'to', 'King', 'Henry', 'II', 'in', '1177', '.']",played,play,41,16
crs-fragment01 37,0,"They were joined in the network by specialist teachers , funded by the ILEA and based in the special schools , who visited children at home before they were due to start school .",VERB,VB,31,train,0,True,31,"['They', 'were', 'joined', 'in', 'the', 'network', 'by', 'specialist', 'teachers', ',', 'funded', 'by', 'the', 'ILEA', 'and', 'based', 'in', 'the', 'special', 'schools', ',', 'who', 'visited', 'children', 'at', 'home', 'before', 'they', 'were', 'due', 'to', 'start', 'school', '.']",start,start,34,16
clw-fragment01 72,0,"They are at a stage when they are likely to be concerned with a variety of complex issues ; the meaning of life , the existence of God , ideologies , their emerging sexuality , their future career and life-style — too often science is seen as being purely instrumental with nothing to contribute to these debates .",VERB,VBG,32,test,0,True,32,"['They', 'are', 'at', 'a', 'stage', 'when', 'they', 'are', 'likely', 'to', 'be', 'concerned', 'with', 'a', 'variety', 'of', 'complex', 'issues', ';', 'the', 'meaning', 'of', 'life', ',', 'the', 'existence', 'of', 'God', ',', 'ideologies', ',', 'their', 'emerging', 'sexuality', ',', 'their', 'future', 'career', 'and', 'life-style', '—', 'too', 'often', 'science', 'is', 'seen', 'as', 'being', 'purely', 'instrumental', 'with', 'nothing', 'to', 'contribute', 'to', 'these', 'debates', '.']",emerging,emerge,58,14
ahf-fragment63 1202,0,But there seemed nothing wrong with the head of government appearing to be the challenger on the hustings .,VERB,VBG,10,train,0,True,10,"['But', 'there', 'seemed', 'nothing', 'wrong', 'with', 'the', 'head', 'of', 'government', 'appearing', 'to', 'be', 'the', 'challenger', 'on', 'the', 'hustings', '.']",appearing,appear,19,16
kcu-fragment02 2207,0,"No , you do n't want a wee wee cos I have to go .",VERB,VB,13,train,0,True,13,"['No', ',', 'you', 'do', ""n't"", 'want', 'a', 'wee', 'wee', 'cos', 'I', 'have', 'to', 'go', '.']",go,go,15,16
a3e-fragment03 38,0,A first time garden is usually small and certainly the typical one I am imagining for this series is no more than 40ft x 20ft and surrounded on all sides by other houses .,VERB,VBN,26,train,0,True,26,"['A', 'first', 'time', 'garden', 'is', 'usually', 'small', 'and', 'certainly', 'the', 'typical', 'one', 'I', 'am', 'imagining', 'for', 'this', 'series', 'is', 'no', 'more', 'than', '40ft', 'x', '20ft', 'and', 'surrounded', 'on', 'all', 'sides', 'by', 'other', 'houses', '.']",surrounded,surround,34,12
as6-fragment01 103,1,"It was providing 27,500 training places ( often in conjunction with the Manpower Services Commission ) : some 2,500 buildings were being improved ; estate action aimed to tackle run down housing ; and a large number of new ‘ partnerships ’ ( which some might see as subsidies , or discredited regional grants , in a new guise ) were in operation , in an effort to bring private investment to run-down urban areas .",VERB,VB,28,train,1,True,28,"['It', 'was', 'providing', '27,500', 'training', 'places', '(', 'often', 'in', 'conjunction', 'with', 'the', 'Manpower', 'Services', 'Commission', ')', ':', 'some', '2,500', 'buildings', 'were', 'being', 'improved', ';', 'estate', 'action', 'aimed', 'to', 'tackle', 'run', 'down', 'housing', ';', 'and', 'a', 'large', 'number', 'of', 'new', '‘', 'partnerships', '’', '(', 'which', 'some', 'might', 'see', 'as', 'subsidies', ',', 'or', 'discredited', 'regional', 'grants', ',', 'in', 'a', 'new', 'guise', ')', 'were', 'in', 'operation', ',', 'in', 'an', 'effort', 'to', 'bring', 'private', 'investment', 'to', 'run-down', 'urban', 'areas', '.']",tackle,tackle,76,11
clp-fragment01 843,0,The operator may deviate from the listed procedure because it may require excessive moving about or because he is interrupted by the requirements of other tasks .,VERB,VBN,6,train,0,True,6,"['The', 'operator', 'may', 'deviate', 'from', 'the', 'listed', 'procedure', 'because', 'it', 'may', 'require', 'excessive', 'moving', 'about', 'or', 'because', 'he', 'is', 'interrupted', 'by', 'the', 'requirements', 'of', 'other', 'tasks', '.']",listed,list,27,10
b1g-fragment02 1252,0,Nuclear power stations must prepare a plan and submit this to the Nuclear Installations Inspectorate and Health and Safety Executive for approval .,VERB,VB,4,train,0,True,4,"['Nuclear', 'power', 'stations', 'must', 'prepare', 'a', 'plan', 'and', 'submit', 'this', 'to', 'the', 'Nuclear', 'Installations', 'Inspectorate', 'and', 'Health', 'and', 'Safety', 'Executive', 'for', 'approval', '.']",prepare,prepare,23,16
cdb-fragment02 408,0,"‘ Wyvis Hall , Nunes , Suffolk , and the twenty acres of land surrounding it were the property , through his marriage , of my uncle , Hilbert Verne-Smith .",VERB,VBG,14,train,0,True,14,"['‘', 'Wyvis', 'Hall', ',', 'Nunes', ',', 'Suffolk', ',', 'and', 'the', 'twenty', 'acres', 'of', 'land', 'surrounding', 'it', 'were', 'the', 'property', ',', 'through', 'his', 'marriage', ',', 'of', 'my', 'uncle', ',', 'Hilbert', 'Verne-Smith', '.']",surrounding,surround,31,12
b1g-fragment02 1193,0,Each of these may be further subdivided and the typology shown in Fig. 10.1 draws upon the classic work of Burton and Kates ( 1964 ) in separating geophysical from biological hazards and Zeigler et al. ( 1983 ) in distinguishing public ( or what we might call societal ) hazards from private ( individual ) ones .,VERB,VBG,40,train,0,True,40,"['Each', 'of', 'these', 'may', 'be', 'further', 'subdivided', 'and', 'the', 'typology', 'shown', 'in', 'Fig.', '10.1', 'draws', 'upon', 'the', 'classic', 'work', 'of', 'Burton', 'and', 'Kates', '(', '1964', ')', 'in', 'separating', 'geophysical', 'from', 'biological', 'hazards', 'and', 'Zeigler', 'et', 'al.', '(', '1983', ')', 'in', 'distinguishing', 'public', '(', 'or', 'what', 'we', 'might', 'call', 'societal', ')', 'hazards', 'from', 'private', '(', 'individual', ')', 'ones', '.']",distinguishing,distinguish,58,14
a1h-fragment06 144,0,"It was a blessing that , in response to congratulations on the superb World Championship Regatta at Bled in Yugoslavia three weeks ago , he was able to reply , ‘ Yes … and best of all , the conditions were fair throughout ’ .",VERB,VBN,17,train,0,True,17,"['It', 'was', 'a', 'blessing', 'that', ',', 'in', 'response', 'to', 'congratulations', 'on', 'the', 'superb', 'World', 'Championship', 'Regatta', 'at', 'Bled', 'in', 'Yugoslavia', 'three', 'weeks', 'ago', ',', 'he', 'was', 'able', 'to', 'reply', ',', '‘', 'Yes', '…', 'and', 'best', 'of', 'all', ',', 'the', 'conditions', 'were', 'fair', 'throughout', '’', '.']",Bled,bleed,45,3
ahl-fragment02 12,1,"Using equipment donated by Racal , the scientists have analysed recordings of the ‘ clicking ’ dolphins make while hunting .",VERB,VBN,2,train,1,True,2,"['Using', 'equipment', 'donated', 'by', 'Racal', ',', 'the', 'scientists', 'have', 'analysed', 'recordings', 'of', 'the', '‘', 'clicking', '’', 'dolphins', 'make', 'while', 'hunting', '.']",donated,donate,21,3
a98-fragment03 58,1,His job was to convince Amaldi to pack his bags because there was a ship waiting at Naples to take him to the United States .,VERB,VBG,15,train,1,True,15,"['His', 'job', 'was', 'to', 'convince', 'Amaldi', 'to', 'pack', 'his', 'bags', 'because', 'there', 'was', 'a', 'ship', 'waiting', 'at', 'Naples', 'to', 'take', 'him', 'to', 'the', 'United', 'States', '.']",waiting,wait,26,14
alp-fragment01 59,1,A standard contract which covers conditions of attendance and an agreement to complete various assignments between group sessions is signed by each participant .,VERB,VBZ,4,train,1,True,4,"['A', 'standard', 'contract', 'which', 'covers', 'conditions', 'of', 'attendance', 'and', 'an', 'agreement', 'to', 'complete', 'various', 'assignments', 'between', 'group', 'sessions', 'is', 'signed', 'by', 'each', 'participant', '.']",covers,cover,24,16
a7w-fragment01 33,1,But ‘ posturing and pretending ’ went far beyond the unions .,VERB,VBG,2,test,1,True,2,"['But', '‘', 'posturing', 'and', 'pretending', '’', 'went', 'far', 'beyond', 'the', 'unions', '.']",posturing,posture,12,3
c8t-fragment01 122,1,It was too large for her and the wide sleeves of limp cotton hung from her freckled arms like rags thrown over a stick .,VERB,VBN,20,train,1,True,20,"['It', 'was', 'too', 'large', 'for', 'her', 'and', 'the', 'wide', 'sleeves', 'of', 'limp', 'cotton', 'hung', 'from', 'her', 'freckled', 'arms', 'like', 'rags', 'thrown', 'over', 'a', 'stick', '.']",thrown,throw,25,15
a1p-fragment03 79,1,"David Blunkett , another member of the national executive , told a conference fringe rally organised by the soft-left Labour Coordinating Committee that Labour would have to find additional funds for its social programme by cutting £9.5bn from defence spending over five years , and raising the level of taxation on the rich .",VERB,VBG,45,train,1,True,45,"['David', 'Blunkett', ',', 'another', 'member', 'of', 'the', 'national', 'executive', ',', 'told', 'a', 'conference', 'fringe', 'rally', 'organised', 'by', 'the', 'soft-left', 'Labour', 'Coordinating', 'Committee', 'that', 'Labour', 'would', 'have', 'to', 'find', 'additional', 'funds', 'for', 'its', 'social', 'programme', 'by', 'cutting', '£9.5bn', 'from', 'defence', 'spending', 'over', 'five', 'years', ',', 'and', 'raising', 'the', 'level', 'of', 'taxation', 'on', 'the', 'rich', '.']",raising,raise,54,16
kbc-fragment13 5951,0,"They said , well did you have any warning about it ?",VERB,VBG,8,train,0,True,8,"['They', 'said', ',', 'well', 'did', 'you', 'have', 'any', 'warning', 'about', 'it', '?']",warning,warn,12,10
as6-fragment02 405,1,"In addition , the question whether the cultures and values of the black communities , their family structures , and their political attitudes ‘ bred violence ’ was constantly raised ( van Dijk , 1988 ) .",VERB,VBN,29,train,1,True,29,"['In', 'addition', ',', 'the', 'question', 'whether', 'the', 'cultures', 'and', 'values', 'of', 'the', 'black', 'communities', ',', 'their', 'family', 'structures', ',', 'and', 'their', 'political', 'attitudes', '‘', 'bred', 'violence', '’', 'was', 'constantly', 'raised', '(', 'van', 'Dijk', ',', '1988', ')', '.']",raised,raise,37,16
a1k-fragment02 36,1,"WHO TO WATCH While the best that chart music can manage in the way of band names is Black Box , the pub circuit has always been ripe with imaginative handles .",VERB,VB,10,train,1,True,10,"['WHO', 'TO', 'WATCH', 'While', 'the', 'best', 'that', 'chart', 'music', 'can', 'manage', 'in', 'the', 'way', 'of', 'band', 'names', 'is', 'Black', 'Box', ',', 'the', 'pub', 'circuit', 'has', 'always', 'been', 'ripe', 'with', 'imaginative', 'handles', '.']",manage,manage,32,16
a1e-fragment01 12,0,"We have made a bid of nearly £700m for a company with a book value of £200m — we 've acknowledged there is some extra worth there , but I can not see the sort of value they are talking about in property .",VERB,VBG,39,train,0,True,39,"['We', 'have', 'made', 'a', 'bid', 'of', 'nearly', '£700m', 'for', 'a', 'company', 'with', 'a', 'book', 'value', 'of', '£200m', '—', 'we', ""'ve"", 'acknowledged', 'there', 'is', 'some', 'extra', 'worth', 'there', ',', 'but', 'I', 'can', 'not', 'see', 'the', 'sort', 'of', 'value', 'they', 'are', 'talking', 'about', 'in', 'property', '.']",talking,talk,44,14
alp-fragment01 28,1,"However , this fails to acknowledge a fundamental axiom of social work practice ; namely that language not only reflects but also shapes social reality .",VERB,VBZ,19,train,1,True,19,"['However', ',', 'this', 'fails', 'to', 'acknowledge', 'a', 'fundamental', 'axiom', 'of', 'social', 'work', 'practice', ';', 'namely', 'that', 'language', 'not', 'only', 'reflects', 'but', 'also', 'shapes', 'social', 'reality', '.']",reflects,reflect,26,11
clw-fragment01 59,0,"Eventually these persons might have to face up to period of crisis , of self-examination , and so achieve ego-identity by route C. However , foreclosure does offer an escape route and an individual might postpone indefinitely any real self-examination by clinging rigidly to his or her beliefs and values ( route D ) .",VERB,VB,35,test,0,True,35,"['Eventually', 'these', 'persons', 'might', 'have', 'to', 'face', 'up', 'to', 'period', 'of', 'crisis', ',', 'of', 'self-examination', ',', 'and', 'so', 'achieve', 'ego-identity', 'by', 'route', 'C.', 'However', ',', 'foreclosure', 'does', 'offer', 'an', 'escape', 'route', 'and', 'an', 'individual', 'might', 'postpone', 'indefinitely', 'any', 'real', 'self-examination', 'by', 'clinging', 'rigidly', 'to', 'his', 'or', 'her', 'beliefs', 'and', 'values', '(', 'route', 'D', ')', '.']",postpone,postpone,55,5
g0l-fragment01 94,0,"‘ I suggest you take that up with Comrade Stalin , ’ replied Sorge drily .",VERB,VBP,2,train,0,True,2,"['‘', 'I', 'suggest', 'you', 'take', 'that', 'up', 'with', 'Comrade', 'Stalin', ',', '’', 'replied', 'Sorge', 'drily', '.']",suggest,suggest,16,16
cb5-fragment02 3350,1,Ruth 's fingers trembled as she obeyed him .,VERB,VBD,3,train,1,True,3,"['Ruth', ""'s"", 'fingers', 'trembled', 'as', 'she', 'obeyed', 'him', '.']",trembled,tremble,9,4
a1m-fragment01 53,1,The abstract talk of commuting by rail or road being replaced by information technology finds a concrete expression in the idea of telecottages .,VERB,VB,2,train,1,True,2,"['The', 'abstract', 'talk', 'of', 'commuting', 'by', 'rail', 'or', 'road', 'being', 'replaced', 'by', 'information', 'technology', 'finds', 'a', 'concrete', 'expression', 'in', 'the', 'idea', 'of', 'telecottages', '.']",talk,talk,24,14
c8t-fragment01 75,0,"But at least , he thought as he gave a final wave , she had n't asked him whether he had come to Norfolk to help catch the Whistler .",VERB,VB,26,train,0,True,26,"['But', 'at', 'least', ',', 'he', 'thought', 'as', 'he', 'gave', 'a', 'final', 'wave', ',', 'she', 'had', ""n't"", 'asked', 'him', 'whether', 'he', 'had', 'come', 'to', 'Norfolk', 'to', 'help', 'catch', 'the', 'Whistler', '.']",catch,catch,30,16
a1n-fragment18 375,0,"Roberts 's ankle appeared broken , but the Chelsea players were not interested in retribution and the club , as soon as they knew the injury was less serious , put a message on the electronic scoreboard : an example of public relations from which others could learn .",VERB,VBN,4,train,0,True,4,"['Roberts', ""'s"", 'ankle', 'appeared', 'broken', ',', 'but', 'the', 'Chelsea', 'players', 'were', 'not', 'interested', 'in', 'retribution', 'and', 'the', 'club', ',', 'as', 'soon', 'as', 'they', 'knew', 'the', 'injury', 'was', 'less', 'serious', ',', 'put', 'a', 'message', 'on', 'the', 'electronic', 'scoreboard', ':', 'an', 'example', 'of', 'public', 'relations', 'from', 'which', 'others', 'could', 'learn', '.']",broken,break,49,16
crs-fragment01 18,0,Children were collected from home by special bus and places were available on demand .,VERB,VBN,2,train,0,True,2,"['Children', 'were', 'collected', 'from', 'home', 'by', 'special', 'bus', 'and', 'places', 'were', 'available', 'on', 'demand', '.']",collected,collect,15,14
cty-fragment03 536,1,So the singular universal presumes the totalization he ca n't ( yet ) prove .,VERB,VBZ,4,test,1,True,4,"['So', 'the', 'singular', 'universal', 'presumes', 'the', 'totalization', 'he', 'ca', ""n't"", '(', 'yet', ')', 'prove', '.']",presumes,presume,15,6
kb7-fragment31 11258,1,"Well , it 's gon na be a tight old squeeze .",VERB,VB,10,test,1,True,10,"['Well', ',', 'it', ""'s"", 'gon', 'na', 'be', 'a', 'tight', 'old', 'squeeze', '.']",squeeze,squeeze,12,5
b1g-fragment02 1106,0,"For geographers — who span the conventional ( and now archaic ) dichotomy between the natural and the environmental sciences — all of these aspects need to be woven together to anticipate the likely spatial patterns of the effects of massive change , the redistributions in trade , health and wealth which they will bring about and the ‘ knock on ’ effects these consequences themselves will have on society and the environment .",VERB,VB,59,train,0,True,59,"['For', 'geographers', '—', 'who', 'span', 'the', 'conventional', '(', 'and', 'now', 'archaic', ')', 'dichotomy', 'between', 'the', 'natural', 'and', 'the', 'environmental', 'sciences', '—', 'all', 'of', 'these', 'aspects', 'need', 'to', 'be', 'woven', 'together', 'to', 'anticipate', 'the', 'likely', 'spatial', 'patterns', 'of', 'the', 'effects', 'of', 'massive', 'change', ',', 'the', 'redistributions', 'in', 'trade', ',', 'health', 'and', 'wealth', 'which', 'they', 'will', 'bring', 'about', 'and', 'the', '‘', 'knock', 'on', '’', 'effects', 'these', 'consequences', 'themselves', 'will', 'have', 'on', 'society', 'and', 'the', 'environment', '.']",knock,knock,74,10
cb5-fragment02 3198,0,She sat down and prepared to wait as long as was necessary .,VERB,VBN,4,train,0,True,4,"['She', 'sat', 'down', 'and', 'prepared', 'to', 'wait', 'as', 'long', 'as', 'was', 'necessary', '.']",prepared,prepare,13,16
al5-fragment03 45,1,"As well as fighting for more money , her task was to ensure that ‘ every last pound ’ was spent as effectively as it could be .",VERB,VBG,3,train,1,True,3,"['As', 'well', 'as', 'fighting', 'for', 'more', 'money', ',', 'her', 'task', 'was', 'to', 'ensure', 'that', '‘', 'every', 'last', 'pound', '’', 'was', 'spent', 'as', 'effectively', 'as', 'it', 'could', 'be', '.']",fighting,fight,28,16
ahb-fragment51 743,1,The agency will keep the tenant 's deposit until the tenant leaves .,VERB,VB,3,train,1,True,3,"['The', 'agency', 'will', 'keep', 'the', 'tenant', ""'s"", 'deposit', 'until', 'the', 'tenant', 'leaves', '.']",keep,keep,13,16
g0l-fragment01 339,0,I broke the lock and took it back to the shop in La Jolla .,VERB,VBD,1,train,0,True,1,"['I', 'broke', 'the', 'lock', 'and', 'took', 'it', 'back', 'to', 'the', 'shop', 'in', 'La', 'Jolla', '.']",broke,break,15,16
al5-fragment03 25,0,She recalled a promise made by Mr Major when he became Prime Minister : that he would work for a nation at ease with itself .,VERB,VB,3,train,0,True,3,"['She', 'recalled', 'a', 'promise', 'made', 'by', 'Mr', 'Major', 'when', 'he', 'became', 'Prime', 'Minister', ':', 'that', 'he', 'would', 'work', 'for', 'a', 'nation', 'at', 'ease', 'with', 'itself', '.']",promise,promise,26,9
crs-fragment01 35,0,The Community Health Team had major responsibility for assessing children and recommending provision .,VERB,VBG,8,train,0,True,8,"['The', 'Community', 'Health', 'Team', 'had', 'major', 'responsibility', 'for', 'assessing', 'children', 'and', 'recommending', 'provision', '.']",assessing,assess,14,14
a1f-fragment07 157,0,"Only then will two vitally important and complementary goals be achieved : to improve Britain 's general educational and vocational competence , and hence our productive capacity ; and to reduce our gross educational inequalities between the elite who receive a narrow education to a very high standard , and the rest .",VERB,VBN,10,train,0,True,10,"['Only', 'then', 'will', 'two', 'vitally', 'important', 'and', 'complementary', 'goals', 'be', 'achieved', ':', 'to', 'improve', 'Britain', ""'s"", 'general', 'educational', 'and', 'vocational', 'competence', ',', 'and', 'hence', 'our', 'productive', 'capacity', ';', 'and', 'to', 'reduce', 'our', 'gross', 'educational', 'inequalities', 'between', 'the', 'elite', 'who', 'receive', 'a', 'narrow', 'education', 'to', 'a', 'very', 'high', 'standard', ',', 'and', 'the', 'rest', '.']",achieved,achieve,53,12
a8u-fragment14 341,1,"WHESSOE saw pre-tax profit rise to £4.78 million , from £3.55 million , on sales of £58 million down from £100 million .",VERB,VBD,1,train,1,True,1,"['WHESSOE', 'saw', 'pre-tax', 'profit', 'rise', 'to', '£4.78', 'million', ',', 'from', '£3.55', 'million', ',', 'on', 'sales', 'of', '£58', 'million', 'down', 'from', '£100', 'million', '.']",saw,saw,23,16
ecv-fragment05 1112,1,"If a society lets any considerable number of its members grow up mere children , incapable of being acted on by rational consideration of distant motives , society has itself to blame for the consequences .",VERB,VBZ,3,test,1,True,3,"['If', 'a', 'society', 'lets', 'any', 'considerable', 'number', 'of', 'its', 'members', 'grow', 'up', 'mere', 'children', ',', 'incapable', 'of', 'being', 'acted', 'on', 'by', 'rational', 'consideration', 'of', 'distant', 'motives', ',', 'society', 'has', 'itself', 'to', 'blame', 'for', 'the', 'consequences', '.']",lets,let,36,16
a1x-fragment03 162,1,"The doctors point out in the British Medical Journal that , though crack dependency is not a direct risk factor for Aids , prostitutes ‘ trying to maintain expensive crack habits may be tempted into unsafe sex practices … which in turn may lead to an increase in the spread of Aids ’ .",VERB,VBN,49,train,1,True,49,"['The', 'doctors', 'point', 'out', 'in', 'the', 'British', 'Medical', 'Journal', 'that', ',', 'though', 'crack', 'dependency', 'is', 'not', 'a', 'direct', 'risk', 'factor', 'for', 'Aids', ',', 'prostitutes', '‘', 'trying', 'to', 'maintain', 'expensive', 'crack', 'habits', 'may', 'be', 'tempted', 'into', 'unsafe', 'sex', 'practices', '…', 'which', 'in', 'turn', 'may', 'lead', 'to', 'an', 'increase', 'in', 'the', 'spread', 'of', 'Aids', '’', '.']",spread,spread,54,15
kbh-fragment09 1210,1,I think we might be able to manage that .,VERB,VB,7,train,1,True,7,"['I', 'think', 'we', 'might', 'be', 'able', 'to', 'manage', 'that', '.']",manage,manage,10,16
ahb-fragment51 741,0,"If in doubt , ask to see proof of their membership .",VERB,VB,6,train,0,True,6,"['If', 'in', 'doubt', ',', 'ask', 'to', 'see', 'proof', 'of', 'their', 'membership', '.']",see,see,12,16
a1u-fragment04 139,0,"Later , drums supposedly containing carcinogenic drugs were not opened for checking before burning ( for health reasons ) and three were ‘ misdescribed ’ .",VERB,VBN,9,test,0,True,9,"['Later', ',', 'drums', 'supposedly', 'containing', 'carcinogenic', 'drugs', 'were', 'not', 'opened', 'for', 'checking', 'before', 'burning', '(', 'for', 'health', 'reasons', ')', 'and', 'three', 'were', '‘', 'misdescribed', '’', '.']",opened,open,26,16
ecv-fragment05 1152,1,"If , on the other hand , you allow rationality to children , then you can not use their lack of it as a criterion to distinguish them from adults .",VERB,VB,26,test,1,True,26,"['If', ',', 'on', 'the', 'other', 'hand', ',', 'you', 'allow', 'rationality', 'to', 'children', ',', 'then', 'you', 'can', 'not', 'use', 'their', 'lack', 'of', 'it', 'as', 'a', 'criterion', 'to', 'distinguish', 'them', 'from', 'adults', '.']",distinguish,distinguish,31,14
cdb-fragment02 457,1,"Dirty grey clouds tumbled across the sky above the slate roof , now the only thing that shone , glazed with rain .",VERB,VBD,3,train,1,True,3,"['Dirty', 'grey', 'clouds', 'tumbled', 'across', 'the', 'sky', 'above', 'the', 'slate', 'roof', ',', 'now', 'the', 'only', 'thing', 'that', 'shone', ',', 'glazed', 'with', 'rain', '.']",tumbled,tumble,23,5
aa3-fragment08 233,1,But this was not a gamble . ’,VERB,VB,5,test,1,True,5,"['But', 'this', 'was', 'not', 'a', 'gamble', '.', '’']",gamble,gamble,8,5
ab9-fragment03 791,0,"The boy and the dog skirted round opposite sides of the puddle , the boy , a light , tall fourteen-year-old , labouring in wellington boots too large for him , and the dog , a three-year-old Labrador bitch , picking her way reluctantly , with frequent pauses , as if her paws hurt .",VERB,VB,53,train,0,True,53,"['The', 'boy', 'and', 'the', 'dog', 'skirted', 'round', 'opposite', 'sides', 'of', 'the', 'puddle', ',', 'the', 'boy', ',', 'a', 'light', ',', 'tall', 'fourteen-year-old', ',', 'labouring', 'in', 'wellington', 'boots', 'too', 'large', 'for', 'him', ',', 'and', 'the', 'dog', ',', 'a', 'three-year-old', 'Labrador', 'bitch', ',', 'picking', 'her', 'way', 'reluctantly', ',', 'with', 'frequent', 'pauses', ',', 'as', 'if', 'her', 'paws', 'hurt', '.']",hurt,hurt,55,5
kbw-fragment42 15013,0,"the rain came down and the floods came up and the house on the rocks slid down , but the foolish man built his house upon the sand , the foolish man built his house upon the sand , the foolish man built his house upon the sand and the rain came tumbling down",VERB,VBD,15,train,0,True,15,"['the', 'rain', 'came', 'down', 'and', 'the', 'floods', 'came', 'up', 'and', 'the', 'house', 'on', 'the', 'rocks', 'slid', 'down', ',', 'but', 'the', 'foolish', 'man', 'built', 'his', 'house', 'upon', 'the', 'sand', ',', 'the', 'foolish', 'man', 'built', 'his', 'house', 'upon', 'the', 'sand', ',', 'the', 'foolish', 'man', 'built', 'his', 'house', 'upon', 'the', 'sand', 'and', 'the', 'rain', 'came', 'tumbling', 'down']",slid,slide,54,6
kbh-fragment04 371,1,"And then I asked my father on Tuesday to remind him and he said , he 'd already said he 'd fetch them in on Tuesday .",VERB,VB,21,test,1,True,21,"['And', 'then', 'I', 'asked', 'my', 'father', 'on', 'Tuesday', 'to', 'remind', 'him', 'and', 'he', 'said', ',', 'he', ""'d"", 'already', 'said', 'he', ""'d"", 'fetch', 'them', 'in', 'on', 'Tuesday', '.']",fetch,fetch,27,3
kb7-fragment45 13125,0,"See John when he as soon as John arrived he said to me will you take me he said , I do n't wan na learn it proficiently but I want to know every job so I then took",VERB,VBD,8,test,0,True,8,"['See', 'John', 'when', 'he', 'as', 'soon', 'as', 'John', 'arrived', 'he', 'said', 'to', 'me', 'will', 'you', 'take', 'me', 'he', 'said', ',', 'I', 'do', ""n't"", 'wan', 'na', 'learn', 'it', 'proficiently', 'but', 'I', 'want', 'to', 'know', 'every', 'job', 'so', 'I', 'then', 'took']",arrived,arrive,39,13
bmw-fragment09 2767,0,Paula was trembling .,VERB,VBG,2,test,0,True,2,"['Paula', 'was', 'trembling', '.']",trembling,tremble,4,4
a4d-fragment02 118,1,"I wrote back asking the reasons for this , pointing out that , if any large modern power station deserved to be listed , it was Bankside .",VERB,VBN,19,train,1,True,19,"['I', 'wrote', 'back', 'asking', 'the', 'reasons', 'for', 'this', ',', 'pointing', 'out', 'that', ',', 'if', 'any', 'large', 'modern', 'power', 'station', 'deserved', 'to', 'be', 'listed', ',', 'it', 'was', 'Bankside', '.']",deserved,deserve,28,9
